episode,stage,episode_reward,completed_tasks,total_tasks,completion_rate,completed_priority,total_priority,priority_completion_rate,collision_count,timeout_count,total_battery,steps,policy_loss,value_loss,entropy
446,target,-2354.46,7,12,0.5833,10.6,18.8,0.5638,20,8,-112.2,420,-0.000691,1294.126099,1.086223
447,target,-2879.798,6,12,0.5,9.0,18.8,0.4787,30,7,-123.8,420,-0.00082,1674.966187,1.086771
448,target,-2240.728,4,12,0.3333,5.6,18.8,0.2979,8,7,-115.4,420,-0.001949,880.143066,0.985275
449,target,-1698.25,4,12,0.3333,5.8,18.8,0.3085,10,7,-105.4,420,-0.001506,581.745056,0.976903
450,target,-2016.022,4,12,0.3333,5.8,18.8,0.3085,20,8,-77.0,420,-0.001727,828.950012,1.04065
451,target,-982.03,6,12,0.5,8.6,18.8,0.4574,20,7,-135.4,420,-0.000914,362.909943,0.739077
452,target,-1054.288,4,12,0.3333,6.4,18.8,0.3404,16,7,-31.8,420,-0.002482,389.115204,1.01033
453,target,-1610.158,5,12,0.4167,7.4,18.8,0.3936,24,9,-59.0,420,-0.001501,654.176392,0.955406
454,target,-996.602,7,12,0.5833,9.6,18.8,0.5106,10,6,-107.2,420,-0.000211,439.6521,0.775393
455,target,-726.35,6,12,0.5,8.6,18.8,0.4574,16,9,-38.8,420,-0.000647,289.201233,0.722168
456,target,-931.488,6,12,0.5,8.6,18.8,0.4574,24,7,-106.2,420,-0.001035,261.069977,0.710487
457,target,-994.842,4,12,0.3333,5.6,18.8,0.2979,14,6,-92.4,420,-0.00097,179.219162,0.71578
458,target,-1498.48,6,12,0.5,7.6,18.8,0.4043,8,8,-78.8,420,-0.001094,592.248352,0.764419
459,target,-974.026,3,12,0.25,3.8,18.8,0.2021,4,7,-30.8,420,-0.001666,189.319107,0.838572
460,target,-613.032,6,12,0.5,8.6,18.8,0.4574,14,7,-98.4,420,-0.000814,236.694839,0.582135
461,target,-697.294,4,12,0.3333,6.2,18.8,0.3298,14,9,-32.8,420,-0.002361,265.393768,0.847643
462,target,-1007.45,2,12,0.1667,2.8,18.8,0.1489,2,8,-73.0,420,-0.000573,172.658463,0.821679
463,target,-175.378,7,12,0.5833,9.6,18.8,0.5106,6,6,32.4,420,-0.001274,221.548889,0.759953
464,target,-1732.524,4,12,0.3333,5.0,18.8,0.266,14,7,-108.2,420,-0.001498,615.793701,0.794151
465,target,-802.674,6,12,0.5,8.4,18.8,0.4468,20,7,-68.6,420,-0.001279,271.007629,0.812498
466,target,-1064.012,6,12,0.5,9.4,18.8,0.5,8,7,-122.4,420,-0.001182,437.234253,0.721373
467,target,-779.816,5,12,0.4167,7.0,18.8,0.3723,12,5,-83.8,420,-0.002764,221.742096,0.777968
468,target,-542.224,7,12,0.5833,9.6,18.8,0.5106,14,7,-65.2,420,-0.001922,231.421722,0.81084
469,target,-1476.934,3,12,0.25,4.0,18.8,0.2128,10,6,-134.2,420,0.001711,326.456696,0.739601
470,target,-1341.706,7,12,0.5833,9.6,18.8,0.5106,14,6,-123.2,420,-0.001481,550.658142,0.807008
471,target,-1712.556,5,12,0.4167,7.6,18.8,0.4043,13,6,-92.8,420,-0.002082,688.572327,0.993124
472,target,-959.788,7,12,0.5833,9.8,18.8,0.5213,10,5,-114.0,420,-0.00156,383.961334,0.792329
473,target,-753.616,7,12,0.5833,10.0,18.8,0.5319,30,5,-85.6,420,-0.001682,280.12381,0.779693
474,target,-987.5,6,12,0.5,8.0,18.8,0.4255,16,5,-116.6,420,-0.001964,301.345123,0.727944
475,target,-1228.164,10,12,0.8333,14.4,18.8,0.766,32,5,59.4,420,0.000348,1382.502441,0.65085
476,target,-1456.456,4,12,0.3333,6.0,18.8,0.3191,38,6,-151.0,420,-0.001938,379.397919,0.628802
477,target,-670.928,7,12,0.5833,9.6,18.8,0.5106,4,6,-122.2,420,-0.000525,301.209229,0.649148
478,target,-888.172,5,12,0.4167,6.6,18.8,0.3511,28,7,-109.6,420,-0.001099,205.904144,0.600279
479,target,-755.954,6,12,0.5,8.6,18.8,0.4574,8,6,-125.2,420,-0.001475,249.041931,0.659251
480,target,-378.396,7,12,0.5833,10.6,18.8,0.5638,14,4,-79.6,420,-0.001808,314.780518,0.727816
481,target,-843.702,6,12,0.5,8.6,18.8,0.4574,24,5,-148.2,420,-0.000857,224.847443,0.582937
482,target,-1207.984,6,12,0.5,8.6,18.8,0.4574,36,6,-130.4,420,-0.001554,360.786774,0.677479
483,target,-1060.52,6,12,0.5,7.8,18.8,0.4149,16,7,-122.6,420,-0.00199,298.613281,0.761727
484,target,-814.462,7,12,0.5833,9.6,18.8,0.5106,26,4,-140.8,420,-0.000724,286.524811,0.608686
485,target,-322.338,7,12,0.5833,9.6,18.8,0.5106,6,4,-108.6,420,-0.003538,233.073654,0.569485
486,target,-1583.236,6,12,0.5,8.6,18.8,0.4574,20,6,-143.8,420,0.000795,641.30957,0.758223
487,target,-846.268,7,12,0.5833,9.6,18.8,0.5106,12,5,-100.2,420,-0.002142,345.139862,0.786043
488,target,-1094.878,5,12,0.4167,6.6,18.8,0.3511,14,4,-137.0,420,-0.004017,239.034271,0.702959
489,target,-577.498,6,12,0.5,8.6,18.8,0.4574,12,5,-139.0,420,-0.000481,269.494537,0.501043
490,target,-1111.826,6,12,0.5,7.6,18.8,0.4043,18,6,-137.2,420,-0.003129,369.839447,0.597993
491,target,-677.67,8,12,0.6667,11.6,18.8,0.617,46,5,-138.4,420,-0.001336,327.535553,0.538331
492,target,-792.196,4,12,0.3333,4.8,18.8,0.2553,10,5,-107.8,420,-0.000365,154.679581,0.551786
493,target,-513.288,7,12,0.5833,9.6,18.8,0.5106,20,6,-107.2,420,-0.001739,193.251572,0.633527
494,target,-692.58,5,12,0.4167,7.4,18.8,0.3936,20,4,-114.4,420,-0.001021,236.23822,0.593494
495,target,-305.326,6,12,0.5,8.4,18.8,0.4468,10,6,-52.0,420,-0.002257,169.53363,0.71636
496,target,-858.024,6,12,0.5,8.6,18.8,0.4574,54,4,-146.2,420,-0.001977,374.154694,0.482243
497,target,-813.33,5,12,0.4167,6.4,18.8,0.3404,18,4,-135.2,420,-0.000477,162.321762,0.562346
498,target,-489.804,7,12,0.5833,10.6,18.8,0.5638,16,5,-138.6,420,-0.001907,303.369904,0.528443
499,target,-211.344,8,12,0.6667,11.0,18.8,0.5851,4,5,-117.8,420,0.000541,215.849792,0.58524
500,target,-453.628,6,12,0.5,8.6,18.8,0.4574,10,6,-132.4,420,-0.002035,225.463791,0.609401
501,target,-19.274,9,12,0.75,12.4,18.8,0.6596,16,5,79.2,420,-0.000514,306.896576,0.696178
502,target,152.222,9,12,0.75,13.8,18.8,0.734,6,3,-48.0,420,-0.000101,349.376953,0.465731
503,target,-1156.37,6,12,0.5,8.6,18.8,0.4574,40,7,-176.4,420,-0.002741,518.474731,0.567268
504,target,-1037.368,11,12,0.9167,16.8,18.8,0.8936,34,2,167.8,420,-0.000137,2203.986084,0.454867
505,target,-1552.122,5,12,0.4167,6.6,18.8,0.3511,60,5,-177.2,420,-0.001032,553.157959,0.586055
506,target,-763.116,6,12,0.5,9.6,18.8,0.5106,22,4,-125.2,420,-0.002211,328.162964,0.641624
507,target,-883.014,6,12,0.5,7.6,18.8,0.4043,8,7,-163.6,420,-0.003247,203.724258,0.557693
508,target,-321.616,8,12,0.6667,11.8,18.8,0.6277,6,5,-108.8,420,-0.002308,309.089661,0.563772
509,target,-983.542,10,12,0.8333,15.2,18.8,0.8085,39,5,-50.0,420,-0.00044,1323.962524,0.661993
510,target,-95.502,9,12,0.75,15.0,18.8,0.7979,26,3,-102.4,420,-0.001898,486.365509,0.539784
511,target,-320.364,6,12,0.5,9.2,18.8,0.4894,10,5,-107.2,420,-0.002569,291.345428,0.605027
512,target,-605.326,8,12,0.6667,11.6,18.8,0.617,20,4,-112.0,420,-0.001718,384.84256,0.682088
513,target,-801.462,10,12,0.8333,15.2,18.8,0.8085,12,4,46.4,420,-0.00017,1360.887573,0.519828
514,target,-745.614,9,12,0.75,13.0,18.8,0.6915,20,4,1.4,420,0.000116,745.255676,0.609871
515,target,-897.768,6,12,0.5,9.4,18.8,0.5,42,8,-128.2,420,-0.000159,397.151062,0.601596
516,target,-791.662,8,12,0.6667,11.0,18.8,0.5851,40,5,-122.0,420,-0.001962,343.60791,0.639086
517,target,-1173.228,10,12,0.8333,15.2,18.8,0.8085,46,3,50.2,420,-0.000752,1147.911011,0.689606
518,target,-681.98,5,12,0.4167,6.8,18.8,0.3617,12,7,-115.0,420,-0.001818,261.732697,0.683603
519,target,-372.25,7,12,0.5833,9.6,18.8,0.5106,8,4,-124.4,420,2.9e-05,213.247772,0.442724
520,target,-1028.01,9,12,0.75,13.2,18.8,0.7021,84,3,-98.2,420,-0.001697,892.244507,0.470535
521,target,-518.008,6,12,0.5,8.4,18.8,0.4468,14,4,-138.4,420,-0.000529,273.253754,0.519517
522,target,-540.58,7,12,0.5833,9.6,18.8,0.5106,26,4,-123.4,420,-0.001231,261.294189,0.557504
523,target,236.326,10,12,0.8333,14.4,18.8,0.766,12,2,203.2,420,-0.001138,289.835968,0.51795
524,target,-890.974,6,12,0.5,8.6,18.8,0.4574,54,4,-123.4,420,-0.000634,366.899841,0.517209
525,target,-870.932,10,12,0.8333,14.6,18.8,0.7766,22,2,82.2,420,-2.8e-05,1486.948853,0.458529
526,target,-776.274,11,12,0.9167,17.4,18.8,0.9255,44,1,129.4,420,0.000149,1782.421143,0.481748
527,target,-937.482,7,12,0.5833,9.6,18.8,0.5106,42,5,-150.4,420,-0.000551,348.079315,0.525794
528,target,-278.902,7,12,0.5833,9.6,18.8,0.5106,10,5,-110.0,420,-0.001489,223.898743,0.504471
529,target,8.902,12,12,1.0,18.8,18.8,1.0,10,2,260.8,314,-6.5e-05,1873.692871,0.647279
530,target,236.846,10,12,0.8333,15.2,18.8,0.8085,18,3,10.6,420,-0.000587,405.573029,0.638975
531,target,-691.696,10,12,0.8333,15.2,18.8,0.8085,66,2,-75.2,420,-0.000647,561.850098,0.487896
532,target,-455.11,10,12,0.8333,16.0,18.8,0.8511,8,3,31.0,420,-0.000842,1347.656616,0.538807
533,target,-63.018,9,12,0.75,13.0,18.8,0.6915,12,4,32.6,420,-0.001626,325.619507,0.5376
534,target,-418.466,8,12,0.6667,11.0,18.8,0.5851,10,6,-139.4,420,-0.00284,332.937775,0.579561
535,target,-231.798,11,12,0.9167,16.6,18.8,0.883,108,1,220.4,420,-0.002248,622.109009,0.365419
536,target,-538.468,7,12,0.5833,9.6,18.8,0.5106,42,4,-69.0,420,-0.000638,354.838409,0.710418
537,target,-510.786,7,12,0.5833,9.6,18.8,0.5106,8,6,-140.2,420,-0.00063,232.138718,0.583624
538,target,-91.51,10,12,0.8333,15.2,18.8,0.8085,54,2,70.4,420,-0.00151,575.615051,0.47791
539,target,-1523.872,11,12,0.9167,17.4,18.8,0.9255,41,4,92.8,420,-0.000673,2290.888916,0.683714
540,target,-269.658,7,12,0.5833,10.6,18.8,0.5638,2,4,-121.4,420,-0.001369,283.048126,0.50401
541,target,-1265.334,11,12,0.9167,16.6,18.8,0.883,20,1,88.0,420,-0.000168,2137.532227,0.391923
542,target,-340.986,7,12,0.5833,10.4,18.8,0.5532,14,4,-127.8,420,-0.000971,313.558136,0.578227
543,target,427.582,10,12,0.8333,16.0,18.8,0.8511,20,3,106.8,420,-0.00023,390.766174,0.539431
544,target,-3989.95,10,12,0.8333,15.2,18.8,0.8085,92,2,-77.0,420,-0.000303,4743.166504,0.436382
545,target,-77.706,9,12,0.75,13.8,18.8,0.734,22,3,44.0,420,-0.000533,363.687164,0.570781
546,target,-260.402,9,12,0.75,13.2,18.8,0.7021,42,3,22.6,420,-0.001291,414.380981,0.528734
547,target,388.592,10,12,0.8333,15.2,18.8,0.8085,14,2,39.6,420,-0.001578,288.232666,0.430721
548,target,-1087.044,8,12,0.6667,11.0,18.8,0.5851,44,4,-190.2,420,-0.000305,503.780457,0.522012
549,target,-690.108,7,12,0.5833,9.6,18.8,0.5106,32,4,-142.2,420,-0.000548,323.748444,0.544083
550,target,-512.514,6,12,0.5,7.6,18.8,0.4043,10,4,-111.6,420,-0.000296,161.659332,0.565524
551,target,318.74,10,12,0.8333,16.4,18.8,0.8723,22,2,84.8,420,-0.000297,435.14978,0.548395
552,target,-1554.988,11,12,0.9167,16.6,18.8,0.883,26,2,131.8,420,-0.000238,2297.459961,0.534417
553,target,74.25,10,12,0.8333,15.4,18.8,0.8191,44,2,138.6,420,-0.000917,372.25293,0.445826
554,target,-413.882,8,12,0.6667,11.8,18.8,0.6277,22,4,-152.6,420,-0.000556,344.705444,0.562544
555,target,85.284,10,12,0.8333,14.4,18.8,0.766,18,2,162.0,420,-0.000439,336.528656,0.522299
556,target,-1713.432,9,12,0.75,13.2,18.8,0.7021,42,3,-146.2,420,-6e-05,1491.036011,0.50653
557,target,598.3,12,12,1.0,18.8,18.8,1.0,40,1,279.2,411,-0.000184,650.740845,0.529169
558,target,641.842,11,12,0.9167,17.4,18.8,0.9255,12,1,248.4,420,-0.000384,408.273895,0.396829
559,target,197.39,12,12,1.0,18.8,18.8,1.0,48,1,249.4,317,-0.000388,943.805603,0.44808
560,target,619.734,11,12,0.9167,17.4,18.8,0.9255,12,1,230.4,420,-0.000196,454.350983,0.494681
561,target,-906.666,7,12,0.5833,9.0,18.8,0.4787,22,4,-184.8,420,-0.000354,374.455841,0.568545
562,target,-1852.974,11,12,0.9167,16.6,18.8,0.883,90,1,119.0,420,-1.7e-05,2768.749268,0.416317
563,target,-605.504,10,12,0.8333,15.2,18.8,0.8085,14,2,60.0,420,-1.3e-05,1063.85437,0.465781
564,target,-1287.356,9,12,0.75,13.2,18.8,0.7021,18,5,-112.4,420,-0.000142,1408.627441,0.586471
565,target,137.736,10,12,0.8333,16.0,18.8,0.8511,36,2,72.4,420,-0.000186,379.939178,0.4367
566,target,505.878,11,12,0.9167,17.4,18.8,0.9255,42,1,227.6,420,-5.9e-05,494.406982,0.42539
567,target,-1419.858,10,12,0.8333,15.2,18.8,0.8085,28,4,-80.8,420,-3.9e-05,1698.681641,0.485242
568,target,935.172,12,12,1.0,18.8,18.8,1.0,20,1,291.4,282,-0.000302,702.115356,0.619054
569,target,-63.2,10,12,0.8333,15.2,18.8,0.8085,32,4,26.2,420,-0.000648,443.231689,0.489011
570,target,-1372.188,11,12,0.9167,17.4,18.8,0.9255,52,1,151.2,420,-0.000238,2439.930176,0.440658
571,target,-652.762,8,12,0.6667,11.4,18.8,0.6064,30,4,-163.6,420,-0.000243,398.995178,0.580055
572,target,-693.822,8,12,0.6667,11.4,18.8,0.6064,36,4,-148.6,420,-0.001282,357.034271,0.567586
573,target,407.352,10,12,0.8333,16.0,18.8,0.8511,22,3,123.2,420,-0.001657,544.38562,0.510788
574,target,-567.03,11,12,0.9167,16.6,18.8,0.883,14,2,147.2,420,5.8e-05,1509.751831,0.517438
575,target,-2045.516,11,12,0.9167,16.6,18.8,0.883,72,1,186.8,420,1e-06,2522.897217,0.333512
576,target,-750.57,11,12,0.9167,16.6,18.8,0.883,52,2,197.2,420,-2.2e-05,1485.442017,0.415412
577,target,-1085.79,8,12,0.6667,11.8,18.8,0.6277,30,5,-170.4,420,-0.000952,539.008728,0.71017
578,target,-370.422,11,12,0.9167,16.8,18.8,0.8936,52,1,213.8,420,-0.000111,1341.655151,0.460418
579,target,-1146.634,11,12,0.9167,16.8,18.8,0.8936,16,1,152.0,420,-0.000107,2290.445557,0.431397
580,target,393.114,12,12,1.0,18.8,18.8,1.0,40,0,210.6,260,-0.000119,1090.213989,0.663313
581,target,-510.166,12,12,1.0,18.8,18.8,1.0,44,0,154.4,301,-0.000274,2389.25708,0.705099
582,target,319.234,11,12,0.9167,16.6,18.8,0.883,42,1,139.8,420,-0.000366,537.942688,0.398403
583,target,849.83,12,12,1.0,18.8,18.8,1.0,38,1,249.4,196,0.00012,938.6651,0.707762
584,target,-1260.382,11,12,0.9167,17.4,18.8,0.9255,82,1,139.4,420,-0.000178,2071.070801,0.448941
585,target,-1634.254,9,12,0.75,13.0,18.8,0.6915,109,3,-149.6,420,-5.7e-05,1205.047852,0.496995
586,target,-1034.02,11,12,0.9167,17.4,18.8,0.9255,36,1,156.4,420,-6.5e-05,2000.368286,0.436736
587,target,-2218.388,10,12,0.8333,14.6,18.8,0.7766,38,2,-87.2,420,-0.000615,2504.628906,0.482504
588,target,58.966,11,12,0.9167,16.8,18.8,0.8936,22,1,195.4,420,-0.000148,432.241241,0.451434
589,target,-332.138,10,12,0.8333,14.6,18.8,0.7766,32,3,92.4,420,-0.001517,462.856598,0.546171
590,target,-498.34,11,12,0.9167,16.6,18.8,0.883,56,2,223.2,420,0.000178,1169.257324,0.470225
591,target,-402.268,11,12,0.9167,16.6,18.8,0.883,60,1,209.0,420,-0.000198,1144.4552,0.403958
592,target,-984.364,11,12,0.9167,17.4,18.8,0.9255,48,1,131.4,420,-2.6e-05,1823.39917,0.499179
593,target,-820.042,11,12,0.9167,17.4,18.8,0.9255,28,2,185.0,420,-9e-05,1687.993774,0.51164
594,target,251.684,12,12,1.0,18.8,18.8,1.0,58,0,255.0,263,-5.1e-05,1519.627441,0.545778
595,target,-1657.848,12,12,1.0,18.8,18.8,1.0,85,1,158.2,394,-0.000234,2748.664551,0.565979
596,target,-367.988,10,12,0.8333,16.0,18.8,0.8511,38,2,1.0,420,-0.00081,694.031006,0.416642
597,target,-1032.87,11,12,0.9167,16.6,18.8,0.883,38,2,124.4,420,-0.000174,1956.397095,0.62828
598,target,41.978,11,12,0.9167,17.4,18.8,0.9255,40,1,202.6,420,-0.00023,726.83728,0.412273
599,target,38.378,11,12,0.9167,17.4,18.8,0.9255,56,2,213.6,420,-0.003698,598.828979,0.564174
600,target,307.632,11,12,0.9167,17.4,18.8,0.9255,34,1,247.6,420,-0.000572,552.100342,0.452692
601,target,-1912.672,11,12,0.9167,17.4,18.8,0.9255,38,1,59.6,420,9.7e-05,2682.987061,0.449342
602,target,-742.418,11,12,0.9167,17.4,18.8,0.9255,28,1,150.6,420,-0.000215,1628.48877,0.482451
603,target,-83.442,12,12,1.0,18.8,18.8,1.0,46,0,247.2,280,-0.000168,1980.394897,0.615196
604,target,305.776,11,12,0.9167,16.6,18.8,0.883,38,1,227.4,420,-0.00073,306.247253,0.450461
605,target,-866.304,10,12,0.8333,15.4,18.8,0.8191,54,2,52.0,420,-0.001002,1059.595215,0.529057
606,target,-67.722,10,12,0.8333,15.6,18.8,0.8298,32,2,92.0,420,-7.6e-05,514.235168,0.556383
607,target,-1397.962,11,12,0.9167,17.4,18.8,0.9255,32,1,119.0,420,0.000108,2302.542725,0.393634
608,target,-442.948,11,12,0.9167,16.8,18.8,0.8936,34,2,113.2,420,-0.000631,1024.128662,0.510526
609,target,-80.592,10,12,0.8333,14.4,18.8,0.766,36,3,94.4,420,-0.000486,396.448822,0.504729
610,target,619.016,12,12,1.0,18.8,18.8,1.0,56,0,286.0,190,-0.000515,1404.63208,0.603641
611,target,642.832,12,12,1.0,18.8,18.8,1.0,62,0,344.8,213,-0.000233,900.550476,0.604382
612,target,921.774,12,12,1.0,18.8,18.8,1.0,26,0,322.4,210,5.2e-05,715.022034,0.657687
613,target,74.798,10,12,0.8333,14.4,18.8,0.766,28,2,85.6,420,-0.001068,318.194092,0.428097
614,target,1097.172,12,12,1.0,18.8,18.8,1.0,12,1,275.8,165,0.000313,1040.05835,0.692523
615,target,622.19,12,12,1.0,18.8,18.8,1.0,58,0,325.2,268,-6.6e-05,736.922241,0.571681
616,target,824.262,12,12,1.0,18.8,18.8,1.0,42,0,326.0,180,0.000147,997.788391,0.752442
617,target,608.692,12,12,1.0,18.8,18.8,1.0,32,0,268.2,185,-0.001206,1026.484375,0.668366
618,target,-2150.966,11,12,0.9167,17.4,18.8,0.9255,72,1,52.0,420,-0.000192,3008.651855,0.348889
619,target,-1885.306,12,12,1.0,18.8,18.8,1.0,50,1,47.2,338,-0.000291,3280.130859,0.654662
620,target,-3062.602,11,12,0.9167,16.6,18.8,0.883,82,2,40.0,420,-7e-05,3921.075439,0.347841
621,target,293.742,11,12,0.9167,17.4,18.8,0.9255,38,1,178.2,420,-0.000547,532.342285,0.466667
622,target,-70.272,10,12,0.8333,15.2,18.8,0.8085,18,2,154.2,420,0.000242,500.963165,0.539737
623,target,282.2,10,12,0.8333,16.0,18.8,0.8511,8,2,102.8,420,-0.000754,471.593048,0.511455
624,target,-2578.228,11,12,0.9167,16.6,18.8,0.883,132,1,33.8,420,-0.000229,3264.956787,0.434117
625,target,-51.51,10,12,0.8333,16.0,18.8,0.8511,36,2,6.2,420,-0.00024,494.733734,0.487539
626,target,-958.288,10,12,0.8333,15.2,18.8,0.8085,46,2,63.2,420,-0.001005,968.292297,0.4685
627,target,-839.534,9,12,0.75,12.4,18.8,0.6596,66,3,-16.4,420,-0.000412,725.981262,0.611666
628,target,-55.108,12,12,1.0,18.8,18.8,1.0,46,1,133.8,347,-0.000382,1045.943726,0.489605
629,target,-1334.582,11,12,0.9167,17.4,18.8,0.9255,36,1,164.2,420,2.6e-05,2382.297363,0.448186
630,target,30.848,11,12,0.9167,16.6,18.8,0.883,58,2,215.6,420,-0.000624,633.853394,0.399685
631,target,-823.538,11,12,0.9167,16.6,18.8,0.883,46,1,194.8,420,5e-06,1468.327271,0.329299
632,target,81.048,11,12,0.9167,17.4,18.8,0.9255,51,2,234.4,420,-0.001036,709.428589,0.410721
633,target,-2194.704,10,12,0.8333,15.2,18.8,0.8085,36,2,-62.6,420,-0.000599,2636.751953,0.472406
634,target,-261.934,10,12,0.8333,14.6,18.8,0.7766,36,2,145.8,420,-0.0002,585.21637,0.509511
635,target,-623.33,9,12,0.75,13.0,18.8,0.6915,32,3,-111.6,420,-0.000534,419.569214,0.589816
636,target,361.32,12,12,1.0,18.8,18.8,1.0,78,0,159.6,240,0.000326,1239.384888,0.657201
637,target,703.176,12,12,1.0,18.8,18.8,1.0,56,0,241.4,221,-0.000756,748.84137,0.595958
638,target,-818.568,8,12,0.6667,11.0,18.8,0.5851,36,4,-101.8,420,-0.000938,533.102112,0.745864
639,target,-303.126,11,12,0.9167,17.4,18.8,0.9255,4,2,148.6,420,-0.000293,1516.934937,0.465702
640,target,-136.466,10,12,0.8333,15.2,18.8,0.8085,34,2,62.2,420,-0.000552,325.172485,0.402857
641,target,841.75,12,12,1.0,18.8,18.8,1.0,32,0,304.8,277,-0.002118,765.603149,0.549839
642,target,-463.788,11,12,0.9167,17.4,18.8,0.9255,72,1,114.2,420,-0.000433,1238.109253,0.378795
643,target,-2217.402,11,12,0.9167,17.4,18.8,0.9255,46,1,-2.2,420,0.000456,2981.865967,0.327488
644,target,879.554,12,12,1.0,18.8,18.8,1.0,36,0,312.0,193,7.3e-05,714.450745,0.66285
645,target,-220.896,10,12,0.8333,15.2,18.8,0.8085,20,2,87.6,420,-0.000473,541.508911,0.512822
646,target,-1199.994,11,12,0.9167,17.4,18.8,0.9255,28,2,211.6,420,-0.000156,2061.155273,0.480485
647,target,-2821.126,11,12,0.9167,16.6,18.8,0.883,48,1,63.2,420,-0.000479,3165.855469,0.306807
648,target,-3007.484,10,12,0.8333,14.4,18.8,0.766,38,2,-92.8,420,0.000156,3392.54834,0.414678
649,target,-1007.162,11,12,0.9167,17.8,18.8,0.9468,14,1,198.4,420,-7.8e-05,2179.293213,0.379634
650,target,-339.482,10,12,0.8333,14.4,18.8,0.766,34,3,154.8,420,-0.000664,379.684235,0.434232
651,target,-566.058,11,12,0.9167,16.6,18.8,0.883,26,1,189.2,420,-0.000462,1067.293701,0.310058
652,target,-329.674,9,12,0.75,13.8,18.8,0.734,22,3,6.4,420,-0.000377,384.951141,0.562467
653,target,-533.146,10,12,0.8333,15.2,18.8,0.8085,78,2,61.4,420,-0.000727,543.573669,0.471921
654,target,-677.016,10,12,0.8333,16.0,18.8,0.8511,64,2,26.0,420,-0.00039,1094.035889,0.484739
655,target,-56.436,10,12,0.8333,14.6,18.8,0.7766,38,2,189.8,420,-0.002191,426.825867,0.4654
656,target,-2139.142,10,12,0.8333,15.2,18.8,0.8085,60,2,-68.6,420,7e-06,2332.326172,0.471496
657,target,1001.49,12,12,1.0,18.8,18.8,1.0,20,0,258.6,224,0.000519,765.767395,0.575175
658,target,-219.306,10,12,0.8333,16.0,18.8,0.8511,28,2,-41.4,420,-0.001712,618.552795,0.402501
659,target,-1003.834,10,12,0.8333,16.0,18.8,0.8511,28,3,62.6,420,0.000122,1839.412109,0.422168
660,target,-1660.022,11,12,0.9167,16.6,18.8,0.883,28,1,79.6,420,-0.000234,2787.077393,0.330484
661,target,-2006.342,11,12,0.9167,16.6,18.8,0.883,86,1,85.2,420,3e-06,2707.048828,0.314704
662,target,333.016,11,12,0.9167,17.4,18.8,0.9255,24,2,187.6,420,-0.000696,508.780365,0.424272
663,target,908.056,12,12,1.0,18.8,18.8,1.0,12,1,203.8,178,-0.000845,1054.053345,0.673449
664,target,-1288.786,10,12,0.8333,15.2,18.8,0.8085,48,2,69.8,420,-0.000242,1772.263062,0.398227
665,target,816.154,12,12,1.0,18.8,18.8,1.0,34,0,260.8,261,3e-05,1179.392944,0.494355
666,target,123.502,10,12,0.8333,15.2,18.8,0.8085,28,2,52.0,420,-0.000528,316.420837,0.393003
667,target,-901.69,7,12,0.5833,9.6,18.8,0.5106,44,5,-189.8,420,3.6e-05,595.426636,0.442019
668,target,-1187.014,10,12,0.8333,16.4,18.8,0.8723,24,2,36.8,420,-2e-05,2000.449463,0.373084
669,target,110.482,10,12,0.8333,15.2,18.8,0.8085,42,2,78.4,420,-0.000775,440.102356,0.305803
670,target,-1392.874,10,12,0.8333,14.6,18.8,0.7766,14,3,85.6,420,-0.002287,2063.776123,0.563788
671,target,-822.02,11,12,0.9167,16.6,18.8,0.883,60,1,208.2,420,-0.000318,1625.94043,0.299382
672,target,216.818,10,12,0.8333,15.2,18.8,0.8085,26,2,123.2,420,-0.000688,400.616302,0.446585
673,target,-3018.662,11,12,0.9167,17.4,18.8,0.9255,58,1,-3.2,420,0.000277,3888.023438,0.315473
674,target,-159.3,9,12,0.75,13.2,18.8,0.7021,26,4,-3.6,420,-0.001056,397.801056,0.528902
675,target,59.662,11,12,0.9167,16.6,18.8,0.883,70,2,208.8,420,-0.001244,360.164825,0.509815
676,target,943.048,12,12,1.0,18.8,18.8,1.0,26,0,284.8,173,-0.002037,1053.988159,0.687696
677,target,739.28,12,12,1.0,18.8,18.8,1.0,14,0,223.8,205,-0.000559,1163.448242,0.701357
678,target,-3800.39,11,12,0.9167,16.6,18.8,0.883,58,2,-55.0,420,0.000283,4320.175293,0.387559
679,target,-1103.898,11,12,0.9167,17.4,18.8,0.9255,34,1,241.8,420,3.8e-05,2070.053955,0.402861
680,target,-1060.21,11,12,0.9167,16.8,18.8,0.8936,28,1,194.8,420,4.1e-05,1936.62561,0.413853
681,target,-2872.464,10,12,0.8333,14.6,18.8,0.7766,98,2,-100.2,420,-3.3e-05,2914.651367,0.49192
682,target,-659.604,9,12,0.75,13.2,18.8,0.7021,42,3,-9.4,420,-0.000316,749.015137,0.508156
683,target,-11.398,11,12,0.9167,16.6,18.8,0.883,54,1,91.0,420,-0.000488,611.427307,0.323294
684,target,-1529.312,11,12,0.9167,17.4,18.8,0.9255,62,1,215.2,420,-0.000119,2356.88916,0.383602
685,target,-634.972,10,12,0.8333,16.0,18.8,0.8511,44,2,164.6,420,-0.00084,749.748291,0.499487
686,target,-295.582,11,12,0.9167,16.6,18.8,0.883,106,1,189.4,420,-0.00014,483.581665,0.309274
687,target,-3316.366,10,12,0.8333,15.2,18.8,0.8085,118,3,-119.6,420,-4.4e-05,3494.11377,0.37874
