episode,stage,episode_reward,completed_tasks,total_tasks,completion_rate,completed_priority,total_priority,priority_completion_rate,collision_count,timeout_count,total_battery,steps,policy_loss,value_loss,entropy
688,target,436.282,11,12,0.9167,16.8,18.8,0.8936,23,1,237.8,420,-0.000104,505.162079,0.369451
689,target,-992.564,9,12,0.75,13.0,18.8,0.6915,74,3,-32.6,420,-0.00022,911.440796,0.468265
690,target,763.818,12,12,1.0,18.8,18.8,1.0,48,0,365.4,217,-0.000639,866.343018,0.610483
691,target,-3089.436,11,12,0.9167,16.6,18.8,0.883,86,1,63.4,420,-0.000326,3711.036377,0.393286
692,target,661.272,11,12,0.9167,17.4,18.8,0.9255,16,1,179.4,420,-0.000119,337.672455,0.385945
693,target,451.12,11,12,0.9167,16.6,18.8,0.883,16,1,214.6,420,-0.000628,374.179504,0.431272
694,target,-572.034,11,12,0.9167,17.4,18.8,0.9255,54,1,197.0,420,-0.000348,1345.637573,0.291293
695,target,-3946.952,10,12,0.8333,15.2,18.8,0.8085,54,2,-99.0,420,-0.000215,4685.116699,0.479356
696,target,637.366,12,12,1.0,18.8,18.8,1.0,58,0,219.6,251,-0.001293,800.320251,0.512835
697,target,-582.306,10,12,0.8333,15.2,18.8,0.8085,58,2,33.6,420,-0.000152,935.970276,0.264163
698,target,-557.758,9,12,0.75,13.8,18.8,0.734,72,3,-107.8,420,0.000148,696.460449,0.455909
699,target,179.022,10,12,0.8333,15.2,18.8,0.8085,26,2,67.0,420,-0.000553,415.478027,0.387675
700,target,-1592.366,11,12,0.9167,17.4,18.8,0.9255,36,1,197.6,420,-2e-06,2605.120361,0.322789
